,score
17584,0.0
17101,9.0
8856,8.18
6500,8.0
405,0.0
8929,8.46
18394,6.0
9917,9.09
940,9.3
11653,8.71
2937,10.0
1325,0.0
4374,8.62
16800,10.0
6234,0.0
3229,0.0
15037,0.0
4082,8.66
14492,8.3
9206,8.64
10403,7.75
2393,7.67
3778,8.79
16356,0.0
14110,9.26
10693,8.96
557,0.0
4140,9.0
13299,8.79
11136,0.0
19033,8.93
18263,0.0
16500,8.92
10786,9.04
2011,0.0
6361,9.17
9074,10.0
11365,8.0
10831,9.17
4764,8.14
18168,0.0
2901,7.0
4350,8.32
240,8.38
5548,8.88
3655,4.25
1461,6.0
9408,6.0
2215,9.5
1473,0.0
8795,7.86
4226,8.11
14994,8.64
9502,8.58
14893,1.0
7138,9.0
3225,9.0
18025,0.0
11295,0.0
6205,0.0
16732,8.2
17513,0.0
5697,8.61
15288,10.0
14553,7.0
1330,0.0
13458,9.15
3693,0.0
11763,8.0
4890,8.49
10374,8.67
18385,0.0
17376,5.0
7297,8.82
677,7.0
9303,8.76
13452,7.58
9136,8.75
5297,8.94
18224,0.0
19002,7.83
5125,8.96
9281,8.41
12627,0.0
16841,8.33
7154,5.0
8687,10.0
10479,5.0
382,7.0
5179,8.29
16201,8.36
14722,7.75
724,8.41
5712,8.86
2048,9.25
9578,8.65
18032,7.0
16963,9.0
2289,9.0
9883,9.5
10728,9.75
2943,9.5
1072,8.65
18810,8.21
1177,8.71
12903,8.68
16655,8.55
11921,9.2
15125,8.36
5678,9.0
12717,0.0
3280,8.0
1992,4.0
12820,8.38
14071,8.5
17801,0.0
3249,4.0
784,10.0
17313,0.0
14842,8.0
10441,9.0
14729,7.0
2053,9.05
3612,0.0
642,0.0
9211,0.0
14187,7.71
3450,10.0
3650,0.0
13136,10.0
6017,7.33
9847,8.65
10739,10.0
15695,9.12
9881,10.0
2651,9.75
9795,8.89
991,8.0
14648,8.82
9316,7.74
17564,4.0
14662,8.33
412,8.11
18982,8.32
7097,8.61
8002,0.0
3302,0.0
3517,8.35
15640,9.33
5136,0.0
4972,8.49
7821,9.0
7718,8.25
673,0.0
16199,8.08
9726,6.11
2431,8.07
10659,10.0
485,8.43
6227,10.0
1926,7.3
12401,7.0
7750,0.0
11356,10.0
9413,8.48
14371,7.0
11604,0.0
18258,0.0
12970,8.38
12227,9.1
2851,7.33
15799,8.27
18857,9.0
2155,0.0
18504,9.33
1698,5.0
9817,7.75
13435,8.45
9370,0.0
12452,9.04
5188,9.33
15010,7.67
9788,8.9
11752,0.0
12729,0.0
14269,10.0
6034,0.0
9814,8.33
4878,9.06
7082,8.86
14225,10.0
13514,7.13
8807,8.21
9253,8.48
8282,8.33
1500,0.0
8007,3.0
926,7.67
3908,9.0
15527,8.5
10025,0.0
8782,8.0
18689,6.0
6026,10.0
4123,0.0
18679,8.0
6032,8.73
11729,0.0
12044,10.0
6958,9.67
18657,0.0
3364,0.0
16774,8.61
18591,8.99
11432,8.86
2000,6.0
3817,10.0
8117,8.74
4794,8.63
15087,8.56
442,0.0
13411,8.49
4314,9.02
2778,9.25
13181,8.19
9579,7.62
5534,8.84
16113,7.88
13884,8.0
701,9.0
5717,8.97
17616,0.0
9104,8.06
11655,9.36
7617,8.57
6278,8.66
2850,10.0
357,10.0
5831,8.5
18490,10.0
7143,0.0
16835,8.24
9291,8.77
13415,8.42
15147,8.33
18925,0.0
13111,8.59
5101,0.0
13705,10.0
11035,8.5
7920,8.41
17506,8.0
2807,9.5
16762,8.45
1878,6.0
16647,7.0
12753,8.48
13903,0.0
11554,0.0
9131,7.42
852,9.33
2635,8.43
15432,9.25
6635,9.0
5367,9.0
3209,7.0
16897,10.0
14116,9.5
8588,8.73
2926,8.78
8473,8.97
399,0.0
9025,7.94
14363,10.0
534,10.0
9522,7.97
7910,9.06
12256,7.5
12160,6.67
17281,0.0
5086,7.77
3712,10.0
13679,7.33
8244,8.68
8829,8.22
433,10.0
17850,0.0
16974,0.0
5777,8.77
14919,0.0
11908,0.0
16836,0.0
6171,9.0
13640,8.75
8789,8.7
3023,7.0
15897,0.0
1692,0.0
7287,8.55
13305,8.39
14035,9.14
17822,10.0
6082,10.0
696,7.5
6951,7.0
11176,0.0
17358,7.0
4627,8.77
15031,0.0
2981,8.4
8080,8.13
12216,10.0
12632,8.0
11600,10.0
9971,8.96
8547,8.84
18239,7.92
10206,9.05
10871,9.0
4451,0.0
6995,8.0
14611,9.11
12296,8.95
17718,0.0
6544,10.0
3309,9.1
11704,0.0
6952,6.0
18681,9.0
18880,0.0
5897,10.0
4362,10.0
17317,0.0
1462,8.0
11114,7.75
11363,10.0
14028,9.0
6054,8.74
17158,0.0
18008,0.0
16597,9.0
18326,0.0
8518,8.7
2817,10.0
17948,8.95
6533,10.0
6348,8.25
735,9.0
13509,7.92
18284,0.0
12224,0.0
7149,0.0
2782,9.12
14477,8.0
13236,8.84
11430,0.0
18029,0.0
1691,8.91
11979,8.92
9791,9.16
2682,9.18
2276,7.55
4762,0.0
14320,6.5
16479,9.0
17446,5.5
1743,0.0
15192,10.0
10773,8.85
15903,8.79
8520,4.0
13911,8.5
18379,0.0
1402,0.0
310,8.0
124,10.0
15134,0.0
14920,0.0
5954,9.0
12361,8.13
10061,5.0
11200,0.0
11751,9.09
14583,7.53
16215,9.0
14467,7.88
16554,8.88
14198,10.0
13449,7.3
1090,0.0
3968,10.0
11853,9.06
9033,7.89
16609,8.9
15591,8.0
16544,8.99
11616,8.54
18541,0.0
4880,8.9
1722,7.78
13154,9.14
10919,8.0
9897,9.22
377,9.5
13526,9.07
7430,8.63
13351,0.0
3419,8.0
16225,10.0
16053,8.5
8995,4.0
8571,8.47
6080,8.85
12349,0.0
12454,8.5
11529,0.0
1844,8.15
3697,8.68
19036,7.57
8199,8.18
7312,8.81
3631,0.0
12464,8.58
10365,8.5
12734,8.0
6515,9.33
11063,9.0
16127,0.0
14562,8.18
10032,8.94
7809,8.98
5099,7.36
12126,8.57
13924,8.25
6865,8.5
8340,0.0
16361,10.0
16964,8.87
9680,8.0
17510,9.13
6271,10.0
13048,0.0
1075,0.0
10281,8.8
9723,8.41
11996,8.88
18509,10.0
12656,8.35
4045,8.63
6280,8.0
10825,8.67
9939,0.0
8287,8.45
79,0.0
16335,9.0
13191,8.82
12025,8.92
17008,10.0
18318,7.95
7474,6.5
4675,6.0
7283,8.78
13322,8.3
8505,6.0
6904,8.73
12041,0.0
19016,0.0
315,8.0
8142,7.42
16978,8.76
7625,8.21
5719,8.29
10172,9.15
16550,0.0
13899,0.0
2121,6.0
3399,2.0
17837,0.0
19007,0.0
6068,8.0
7511,8.63
4275,0.0
7844,8.51
14463,8.75
6772,6.0
7921,8.53
14643,7.0
938,0.0
17298,0.0
2307,9.0
18516,10.0
17821,9.5
13189,8.64
9687,6.96
889,7.0
11798,9.06
5016,7.91
7971,7.0
15294,10.0
8998,7.33
13786,5.0
2733,8.0
3953,9.0
16547,6.82
18075,10.0
16951,10.0
1699,0.0
558,9.0
6592,8.0
7506,8.86
520,6.0
10187,10.0
10814,6.25
994,0.0
17930,10.0
14043,9.0
10527,10.0
9841,9.5
7218,0.0
11813,8.79
15196,8.55
6001,8.6
16885,9.0
6748,0.0
7008,9.0
2509,8.47
14822,5.33
16290,8.0
16816,8.38
3117,8.0
2412,8.0
1427,9.05
11233,0.0
12468,0.0
7249,10.0
12998,8.32
10095,10.0
15335,9.0
9106,0.0
17941,9.67
15105,0.0
17562,9.11
10148,8.5
13161,7.5
18834,0.0
1364,0.0
790,8.5
4729,8.11
15726,0.0
3243,0.0
14983,0.0
13098,8.93
3283,0.0
17653,8.65
7940,8.67
2949,10.0
5914,8.0
17444,0.0
14299,0.0
4372,9.0
13620,8.8
16090,0.0
10439,9.0
12813,7.96
4038,0.0
7348,8.7
7046,0.0
1142,0.0
13970,9.0
881,10.0
9282,8.41
18340,6.5
7848,8.69
1889,8.0
18452,8.5
744,8.0
6307,9.21
17683,9.02
5328,10.0
5963,9.05
1901,7.81
9410,8.61
1929,7.71
4848,10.0
3080,0.0
767,8.0
2411,8.0
7108,0.0
8392,8.44
5839,8.25
7834,8.54
14236,8.0
6279,10.0
282,10.0
5635,8.0
11292,8.88
5077,8.69
3893,8.86
17429,8.5
7994,0.0
18035,0.0
3950,9.5
8872,8.43
3637,9.0
3481,10.0
12633,8.84
18665,0.0
5142,8.97
12073,8.69
16403,0.0
10710,10.0
10077,8.0
13081,10.0
16833,8.78
3008,9.0
16961,10.0
1718,0.0
9053,5.0
15007,0.0
15104,6.54
15235,10.0
4155,8.0
4180,7.0
15929,0.0
4491,8.04
7985,8.6
14254,0.0
4929,8.73
14025,9.33
16226,6.67
2422,7.0
18547,7.0
7192,8.3
1633,0.0
1379,0.0
1326,8.0
1570,0.0
7691,0.0
4672,1.0
17954,9.0
13092,8.17
8747,0.0
3944,0.0
15055,0.0
16056,0.0
374,10.0
9030,8.98
14005,8.5
8720,8.67
11184,0.0
11978,9.07
10872,8.17
12118,9.11
3555,8.91
17615,10.0
487,10.0
540,5.5
9056,8.77
8517,8.0
12469,8.28
8026,8.95
18874,0.0
4635,8.58
517,7.0
15880,0.0
14691,5.0
8715,8.86
5744,7.5
15686,0.0
14888,5.5
9040,6.0
2057,8.0
17187,0.0
14516,3.0
5643,9.0
18777,0.0
13792,0.0
4565,7.89
16524,7.0
12124,7.98
12616,10.0
16763,8.64
12151,0.0
6452,2.0
13886,9.0
10161,10.0
10779,9.56
15508,9.5
6370,10.0
12072,9.11
6225,9.03
6907,9.09
1327,0.0
13805,10.0
14532,9.0
9623,9.0
667,9.25
13913,10.0
7918,8.97
14839,0.0
1835,0.0
7007,0.0
3238,9.01
11679,9.1
15939,0.0
10785,7.75
16191,9.0
9286,7.75
24,7.5
3096,0.0
10944,8.56
11860,8.84
8684,8.53
14184,0.0
4502,0.0
18785,0.0
18467,0.0
16370,8.0
12232,8.22
1771,8.69
5528,0.0
2665,5.5
1419,7.87
16483,5.5
15499,8.7
14637,7.0
13962,8.67
13902,9.0
11916,8.83
2376,9.0
11431,8.47
18953,0.0
12335,0.0
237,10.0
7916,0.0
9534,0.0
18322,0.0
13872,10.0
1194,8.67
2365,7.75
12235,8.59
3584,0.0
12999,8.62
6167,0.0
16572,10.0
14757,8.0
17090,0.0
5716,9.0
7258,8.87
14159,9.17
5366,8.91
11583,0.0
8346,8.16
9789,9.14
7124,9.0
9528,0.0
4539,0.0
2736,8.75
17400,0.0
293,10.0
4942,7.38
10564,6.2
6343,10.0
4803,7.0
9494,8.31
1669,0.0
12269,7.0
353,10.0
1524,8.4
8064,0.0
5877,7.67
5836,6.33
17515,10.0
4726,0.0
1942,6.46
7912,8.63
17414,6.5
11404,9.08
3500,0.0
14821,0.0
4109,7.57
7115,7.5
5760,8.99
3737,0.0
3963,8.46
9886,8.4
5445,5.0
6674,10.0
3872,0.0
11944,8.85
8207,7.61
9616,7.24
11038,8.49
13116,0.0
9875,7.75
10373,8.0
14133,10.0
7887,9.14
17792,0.0
2119,0.0
7838,8.13
8243,7.89
9135,7.94
4796,8.0
5686,8.0
953,0.0
5524,9.0
13910,9.0
8993,8.78
2798,9.06
5871,9.0
7394,8.44
9594,8.6
15621,9.06
6161,7.0
11364,0.0
5031,8.44
10598,10.0
9553,7.48
5278,9.14
11970,9.04
2491,8.72
7163,8.79
17276,0.0
18146,0.0
18060,0.0
10396,0.0
12012,9.1
3823,8.51
12897,8.0
9122,7.63
16825,8.7
10528,8.5
16499,8.89
13738,0.0
12428,0.0
5641,8.77
2735,9.0
890,7.75
5671,10.0
11405,9.67
5343,5.0
18453,5.0
13583,8.29
3964,8.23
10284,8.0
2691,6.0
17857,7.0
2394,9.04
2998,6.67
928,7.0
8767,0.0
103,8.81
12217,0.0
18228,0.0
13981,9.8
14540,4.67
17094,0.0
197,9.6
4867,8.6
14199,0.0
6989,5.5
16765,8.36
6176,8.4
13202,8.85
9997,7.71
9922,8.5
4570,8.81
12389,8.71
8311,8.52
7241,9.0
10843,8.92
8886,8.27
8100,8.75
3717,6.0
2353,8.8
8909,10.0
5502,9.5
5788,8.77
7248,8.66
11624,8.45
4461,8.89
5462,9.16
16779,8.48
8936,8.64
5956,8.86
15537,5.5
12787,8.33
1625,0.0
1828,0.0
13790,6.4
15819,8.67
3899,8.52
4243,0.0
4744,8.29
4605,8.46
5680,8.8
16466,0.0
15223,9.0
14430,0.0
35,6.33
18479,10.0
13957,5.67
1085,9.0
8647,8.38
11620,8.0
9563,8.46
1369,0.0
3996,0.0
15792,0.0
7428,8.72
7512,8.7
2166,9.5
13820,0.0
13466,9.05
18072,0.0
16116,8.82
1716,7.91
4564,0.0
2673,9.0
13976,5.5
9959,3.92
8136,10.0
10115,7.5
6033,3.0
3200,0.0
4253,5.0
11208,0.0
14060,10.0
588,0.0
16145,7.91
2971,10.0
9461,8.07
17631,8.96
16752,8.3
5417,9.0
4300,8.23
9714,8.23
14598,7.5
5776,10.0
14378,0.0
18293,8.61
12835,8.71
4985,7.77
16900,8.53
2486,7.6
17866,9.5
18495,7.0
18355,8.0
18112,0.0
13419,8.38
14547,0.0
4842,7.63
7690,8.53
8012,0.0
13231,8.0
626,0.0
5922,0.0
5782,8.5
11717,0.0
3428,9.0
6152,9.0
4216,0.0
3727,8.93
10488,9.0
4047,10.0
15270,8.68
10796,6.0
12301,0.0
17356,9.0
2223,7.85
3965,0.0
18393,9.33
5325,9.09
1295,0.0
11999,8.61
1016,8.75
3571,9.0
18628,0.0
414,5.5
15824,8.91
6653,8.0
8636,7.58
9057,6.81
11888,0.0
9479,7.81
13075,8.63
5580,8.0
17690,9.18
4457,8.91
14056,0.0
8682,8.03
3914,9.0
8662,0.0
8768,8.92
2364,9.0
5177,8.71
6149,10.0
6045,10.0
11642,8.14
3050,9.5
2294,9.5
5608,8.0
9602,8.36
7347,7.0
7610,0.0
5158,9.0
891,0.0
17655,8.62
13598,8.77
15708,0.0
6143,9.0
15072,7.5
5423,8.96
6203,5.5
8449,8.94
16491,7.0
13937,8.67
8933,8.28
18366,9.75
10991,9.0
1076,8.8
15301,8.74
13028,8.88
13919,0.0
9891,9.0
15481,6.0
10614,5.0
13481,8.33
7679,8.48
10270,9.1
16458,8.6
10052,6.33
3626,0.0
15401,6.5
4184,0.0
4808,8.7
4390,8.61
3143,8.0
16172,8.91
6013,8.0
2262,9.6
10550,9.0
16548,5.5
17917,9.04
8296,8.6
10268,9.0
10087,10.0
212,0.0
11272,9.19
6852,9.07
4956,5.75
2633,9.0
16682,8.94
486,8.5
959,8.5
322,0.0
14423,0.0
16537,0.0
4831,6.0
2658,9.0
17547,0.0
16871,8.56
5472,9.0
18009,10.0
4856,8.04
12363,8.7
4686,0.0
15595,8.9
15732,0.0
4616,0.0
3356,8.61
16009,8.61
16025,9.02
6857,8.93
1563,7.94
2403,9.38
14958,7.66
6914,7.0
7006,8.8
599,10.0
17307,0.0
8061,8.71
5944,7.0
7955,8.57
16282,7.5
253,10.0
18914,0.0
18700,9.0
17736,8.94
13012,8.51
6327,10.0
10895,8.75
13771,9.5
280,10.0
15085,0.0
10291,9.06
6288,9.0
14076,10.0
16394,0.0
7425,0.0
9003,7.4
4199,8.92
5620,7.0
9195,8.0
1685,0.0
4097,9.36
18887,0.0
18374,8.82
16783,0.0
7252,8.73
6431,0.0
174,9.15
17592,0.0
11637,8.94
18443,8.79
16821,8.88
12782,8.38
10088,7.77
14108,7.0
4049,0.0
4409,0.0
5225,7.45
10934,9.0
15922,0.0
1285,0.0
4175,8.51
17958,10.0
7067,8.37
14414,9.01
1454,7.0
3545,10.0
2397,7.67
5237,8.27
12888,0.0
10531,8.67
5363,9.71
9932,7.23
17268,0.0
14619,5.5
18991,8.68
4469,0.0
17975,10.0
560,8.0
68,10.0
17705,10.0
8740,8.97
13455,8.58
4735,7.7
9333,6.0
16251,0.0
13052,8.46
15941,0.0
14121,10.0
10030,7.0
7025,9.0
10734,10.0
12028,8.27
11730,0.0
17896,9.57
17346,0.0
12174,8.89
9367,9.15
10456,9.27
6893,9.22
5459,8.98
7057,8.0
18571,7.25
438,6.0
2005,8.37
14122,0.0
8710,8.31
15995,10.0
15565,8.64
9933,7.0
6556,0.0
16842,8.18
10888,8.67
2657,7.0
2144,9.25
14913,7.67
5310,0.0
17535,0.0
16448,0.0
2715,8.97
13451,6.75
16137,8.62
1508,0.0
3789,0.0
7798,8.75
14588,9.0
9175,7.97
9691,8.95
17533,0.0
14476,4.0
5320,0.0
16645,0.0
12191,8.7
7319,2.0
6654,9.67
9292,0.0
9046,8.82
3272,8.0
7734,8.35
502,8.0
15526,9.71
18946,0.0
13767,7.5
15822,0.0
6720,0.0
13361,8.87
5784,7.25
4598,8.87
291,8.9
12563,8.58
17671,4.67
1605,8.96
17084,8.57
18486,8.0
17528,0.0
13035,8.29
15646,9.0
5121,8.83
1144,7.0
4510,6.0
12282,8.37
5661,9.0
9964,10.0
17887,8.0
870,9.0
12483,8.94
14072,9.0
3193,0.0
18182,0.0
17982,0.0
8977,8.64
7521,9.06
15663,0.0
8696,8.58
2689,9.33
11426,0.0
17434,10.0
18756,9.06
2020,0.0
11276,0.0
16014,0.0
18901,0.0
3454,0.0
12930,8.87
8005,8.25
14201,9.0
17169,8.49
8896,8.04
4642,0.0
586,8.0
14426,6.26
1673,7.0
17879,9.0
17320,0.0
4855,8.85
13573,2.33
11381,0.0
16934,9.0
14473,6.5
4514,7.98
5700,10.0
10120,8.5
7150,8.98
727,0.0
426,0.0
6714,0.0
7261,0.0
8472,0.0
10948,10.0
2930,8.79
18247,9.26
301,10.0
7624,0.0
17238,9.0
814,0.0
3666,0.0
14165,9.0
15858,0.0
7266,0.0
14107,9.22
4520,8.0
11509,8.5
15102,8.64
17248,0.0
4456,8.75
12197,8.85
1260,7.94
8367,8.19
17235,0.0
5880,9.0
9115,7.93
5798,0.0
6484,8.93
6154,9.22
6707,7.0
17573,0.0
2816,0.0
11413,9.13
6268,0.0
13138,7.84
18747,8.0
13562,5.6
9793,8.1
18573,0.0
9460,7.89
12655,8.52
12241,9.5
15874,0.0
9442,8.15
9496,0.0
13432,0.0
10989,0.0
3579,0.0
8992,7.92
14886,0.0
7034,8.5
10593,8.5
13954,10.0
702,1.0
1816,0.0
1863,10.0
8851,7.95
16585,8.0
12574,9.15
2111,10.0
13545,7.21
5193,0.0
4134,0.0
1305,7.0
3412,0.0
5881,8.83
3725,10.0
15319,8.85
13330,8.75
10085,6.67
18931,4.0
13960,7.5
6292,9.0
16535,0.0
3628,10.0
10157,10.0
7324,7.0
12830,0.0
796,8.5
7050,8.52
15870,8.29
10297,7.09
5273,9.33
7117,10.0
14892,7.0
2202,8.62
16575,9.0
10296,0.0
7251,8.67
1962,6.94
15310,7.0
759,0.0
6445,8.0
7144,8.96
2293,9.13
4291,7.73
17503,6.5
11368,0.0
2540,7.0
12987,10.0
8238,9.0
15866,10.0
3076,7.5
2880,10.0
7307,0.0
13016,8.8
10341,6.0
3825,0.0
12811,0.0
6581,0.0
18641,0.0
234,10.0
6727,10.0
16820,0.0
7675,8.97
11786,0.0
11376,9.09
8310,8.71
18021,8.0
6657,9.75
6758,0.0
4083,0.0
12839,9.0
14253,10.0
12933,7.49
11818,9.07
9524,9.0
6404,9.16
18368,9.17
2258,9.11
15694,8.43
17080,6.0
17741,0.0
9764,7.63
650,10.0
15308,10.0
12123,7.5
11103,10.0
7703,9.0
8945,8.51
12907,8.46
11465,8.77
6475,8.72
13661,8.71
12783,5.46
13253,8.35
10271,10.0
18448,0.0
2584,8.5
7478,0.0
14879,5.0
8460,8.42
12631,8.23
12394,0.0
1273,8.74
5592,0.0
6283,9.5
14443,7.0
14241,0.0
7166,5.0
2884,8.0
5676,10.0
12578,8.33
1514,8.0
1332,0.0
8726,9.05
15099,8.39
2295,9.07
12821,9.17
7176,7.0
14034,8.57
1180,8.64
12759,4.0
9428,8.8
1442,8.0
7015,9.12
3867,8.62
17833,9.0
9735,6.2
8458,8.47
10423,10.0
7081,10.0
17933,9.5
10997,8.5
3855,8.23
2281,8.96
10536,10.0
12445,8.26
17127,8.0
5073,8.26
9743,7.73
5377,10.0
18605,8.82
18848,0.0
9347,7.72
388,10.0
6035,10.0
5568,0.0
11922,8.98
7239,8.6
6056,8.77
2212,0.0
14894,9.04
17851,9.5
3140,8.5
5232,8.31
13173,9.04
943,4.0
3091,10.0
4693,0.0
8671,7.0
15237,0.0
13314,6.89
15689,10.0
3506,8.89
1777,7.67
5819,8.5
5002,8.82
15716,10.0
9884,0.0
15667,0.0
9379,5.5
18011,9.5
4189,10.0
2820,0.0
285,5.0
18651,9.12
5198,0.0
4859,8.41
5736,8.0
14585,8.25
10429,9.36
14752,4.8
223,0.0
3755,8.92
11520,8.62
9542,7.91
7243,8.86
1600,8.03
11343,10.0
8119,8.19
129,8.5
10049,8.0
12886,9.0
9842,7.5
17878,0.0
3646,8.65
56,0.0
14020,9.67
18109,0.0
13216,8.63
246,0.0
4800,8.0
319,7.0
2123,8.0
13819,8.0
18964,0.0
2052,9.63
8471,7.87
14782,6.0
6177,8.62
5135,8.27
4981,8.75
10709,8.5
8032,0.0
14088,7.0
8837,8.41
978,10.0
6405,5.33
15698,5.5
18427,8.73
3441,0.0
14339,7.5
37,9.04
4446,0.0
12572,0.0
14305,0.0
10772,0.0
7484,9.0
563,0.0
5937,0.0
17707,10.0
13704,7.33
641,10.0
15837,8.58
6173,8.37
5222,9.14
16101,8.65
15058,8.39
18926,8.91
6543,8.75
3745,0.0
15273,0.0
14510,7.67
8871,0.0
11150,8.0
15357,0.0
14103,10.0
2410,9.07
17522,8.0
1138,9.0
15343,9.0
18273,0.0
15745,8.94
13498,7.54
13643,10.0
776,10.0
18002,10.0
7074,0.0
14146,0.0
4659,8.41
11564,9.01
15441,9.8
3195,9.5
15061,0.0
8439,8.38
15737,0.0
17062,9.0
12329,0.0
13892,9.0
2255,10.0
14977,0.0
17323,0.0
9740,8.02
14529,5.5
10407,0.0
14751,6.5
9852,9.5
17436,10.0
4225,0.0
12373,8.83
5764,10.0
11124,5.0
336,10.0
8248,10.0
10405,9.1
17677,0.0
6160,9.0
12346,8.75
15857,0.0
2090,9.0
15968,0.0
8298,9.07
1753,8.46
17825,8.0
11828,8.72
2912,9.67
10102,9.13
10530,8.91
3094,9.29
15165,9.0
6472,10.0
13675,10.0
9317,7.93
9863,10.0
15259,0.0
3630,7.5
11008,0.0
15431,8.46
12030,0.0
9061,9.08
2329,7.33
5204,7.67
3925,9.0
9121,8.16
17402,7.33
12491,8.89
17322,0.0
6390,8.0
15834,0.0
5240,8.45
14785,8.83
16560,6.0
694,9.0
11693,9.0
17715,8.0
10945,6.0
10761,9.0
16138,0.0
15253,10.0
16323,8.0
15902,9.05
9746,8.03
10510,9.33
18481,7.2
6954,8.83
14686,8.75
16360,10.0
17208,0.0
9650,8.22
556,10.0
5270,5.63
18842,9.05
11385,9.05
8652,8.2
14677,8.5
13113,0.0
16883,10.0
14916,0.0
4537,8.73
17823,9.33
4645,7.98
10017,8.31
8397,8.0
5358,0.0
16505,0.0
8861,8.4
4620,0.0
13284,8.94
4967,7.9
11528,0.0
3260,0.0
15785,0.0
4772,8.81
4771,0.0
6669,6.0
14302,10.0
4578,0.0
12550,8.04
18005,0.0
5440,9.5
5110,0.0
15530,10.0
18994,0.0
8328,8.36
14249,0.0
14213,8.33
7869,8.47
14987,0.0
14480,8.41
16596,0.0
509,0.0
5497,9.24
320,9.0
11917,8.57
11632,0.0
6371,0.0
16354,10.0
17230,0.0
17973,8.78
9490,9.0
2072,9.37
17701,0.0
6664,9.0
6375,9.0
4584,0.0
625,0.0
1851,0.0
6726,8.38
2994,8.9
5025,8.31
8627,0.0
3642,8.69
2484,7.5
15516,9.19
9128,8.48
16256,3.0
6296,7.33
2248,10.0
925,9.5
7286,9.06
524,8.5
9627,7.84
7136,0.0
858,0.0
2722,8.0
8798,8.42
7013,5.0
10721,8.5
18158,0.0
13873,6.0
236,0.0
18040,8.84
8610,8.75
13328,8.43
2723,8.85
13618,10.0
11578,8.39
9247,7.0
3126,0.0
15323,0.0
8692,9.14
1815,8.41
13204,8.56
12040,9.07
12624,8.81
4104,0.0
18371,8.91
18670,10.0
8110,8.0
11027,9.1
16213,0.0
8409,7.86
10092,6.53
14047,9.5
3475,7.0
17945,10.0
4145,0.0
10628,10.0
4505,9.14
11971,8.96
2808,9.0
6974,0.0
18501,9.2
1115,0.0
18724,0.0
16117,8.25
18963,8.81
5581,10.0
8370,3.0
18246,0.0
12529,8.07
11023,0.0
17353,8.56
2221,8.67
5182,8.0
11531,8.7
6924,7.0
18893,8.81
10137,9.46
46,0.0
4797,7.97
18191,10.0
16625,0.0
7973,8.0
8482,0.0
402,0.0
639,9.33
12653,8.77
10449,7.17
17302,0.0
4931,8.63
10875,9.14
7632,8.13
11931,10.0
2372,7.33
15159,10.0
12834,8.84
10367,0.0
11347,9.5
10920,8.98
6673,8.74
18546,0.0
3048,7.33
6959,8.79
13100,0.0
6055,9.07
17404,7.75
10804,10.0
9610,8.3
18193,0.0
18181,0.0
6607,9.0
8313,8.0
3183,0.0
5315,0.0
11812,9.0
16977,8.72
2150,8.89
4799,8.49
17142,10.0
6627,7.5
18695,0.0
13257,8.56
14950,0.0
18052,0.0
8364,8.63
2083,8.29
12926,8.33
8258,8.64
4405,0.0
11277,0.0
9059,7.61
16602,0.0
4932,8.12
18305,0.0
2759,8.0
18187,0.0
9270,8.64
9738,7.5
8318,9.0
10646,8.5
5033,8.26
3752,8.72
5606,10.0
8184,8.94
9480,8.75
15524,9.0
15383,8.0
14528,0.0
8272,4.0
4950,7.5
6123,7.0
333,9.5
4811,10.0
1689,0.0
7939,8.94
14566,9.21
19019,0.0
2324,9.0
7185,8.86
77,0.0
12286,0.0
18811,0.0
11219,0.0
13332,8.16
13869,9.5
5234,8.47
10829,6.83
14273,9.0
2395,0.0
14734,0.0
3285,9.25
11197,8.0
2514,9.17
2751,5.67
6861,9.67
6961,10.0
3383,3.5
7437,0.0
18723,0.0
7560,0.0
14266,0.0
5795,8.0
4274,0.0
18252,0.0
2630,10.0
13568,7.79
372,6.0
6457,10.0
2649,7.0
7290,0.0
15352,9.3
6238,10.0
7572,8.92
5092,8.69
2298,10.0
13703,8.5
8283,8.26
17074,0.0
6867,0.0
9608,8.22
2468,6.8
19021,8.84
14494,5.4
6518,8.5
16468,7.0
9054,8.38
16264,0.0
3011,9.0
9812,9.0
15542,0.0
13147,8.02
10089,9.0
8378,8.57
1200,10.0
1664,0.0
10422,7.33
8376,8.77
4060,9.0
18570,10.0
11082,0.0
14924,0.0
9545,8.79
15305,10.0
1969,0.0
3729,0.0
14765,2.0
13392,6.75
12824,8.68
13275,8.99
5271,0.0
8885,8.16
16338,8.89
5160,8.9
10605,5.5
13380,7.56
4893,8.37
17814,10.0
13364,8.17
5948,8.0
3929,0.0
802,10.0
8824,8.49
6048,9.5
3171,0.0
10988,9.18
11549,0.0
1484,7.0
3648,0.0
13921,10.0
6287,0.0
12359,8.88
10306,7.27
17585,0.0
6818,0.0
10472,8.33
2908,7.5
9147,3.0
12247,0.0
13739,9.0
15830,0.0
16279,0.0
12143,10.0
11927,0.0
3498,8.9
16731,0.0
9145,8.12
8118,8.44
11326,9.02
8519,8.42
17880,10.0
18780,0.0
12577,8.93
6816,0.0
1661,4.0
2302,7.0
6696,10.0
443,8.0
16986,8.88
9851,9.06
2725,0.0
1280,9.0
12579,9.14
4587,5.0
9802,10.0
14087,8.67
8305,7.96
6079,10.0
16983,0.0
15576,10.0
11349,9.05
7220,7.54
678,8.67
5022,0.0
18369,8.0
4425,8.96
2838,8.0
8349,10.0
5692,6.0
16659,9.08
5711,10.0
4197,0.0
8053,8.02
7857,8.5
